"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","biosphere","ecosystem"
"mgm4530393","plain","soil","soil",NA,"Forest_A001_1_split_1","ARMO","metagenome","WGS",NA,"Brazil",10.168056,62.824167,"tropical humid forests","mgp3731","free-living","plain_soil","terrestrial","soil"
"mgm4530394","plain","soil","soil",NA,"Forest_A001_1_split_2","ARMO","metagenome","WGS",NA,"Brazil",10.168056,62.824167,"tropical humid forests","mgp3731","free-living","plain_soil","terrestrial","soil"
"mgm4530395","plain","soil","soil",NA,"Forest_A001_1_split_3","ARMO","metagenome","WGS",NA,"Brazil",10.168056,62.824167,"tropical humid forests","mgp3731","free-living","plain_soil","terrestrial","soil"
"mgm4530396","plain","soil","soil",NA,"Forest_A001_1_split_4","ARMO","metagenome","WGS",NA,"Brazil",10.168056,62.824167,"tropical humid forests","mgp3731","free-living","plain_soil","terrestrial","soil"
"mgm4535539","plain","soil","soil",NA,"Forest_A10_1_split_1","ARMO","metagenome","WGS",NA,"Brazil",10.168056,62.824167,"tropical humid forests","mgp3731","free-living","plain_soil","terrestrial","soil"
"mgm4535540","plain","soil","soil",NA,"Forest_A100_2_split_2","ARMO","metagenome","WGS",NA,"Brazil",10.168056,62.824167,"tropical humid forests","mgp3731","free-living","plain_soil","terrestrial","soil"
"mgm4535541","plain","soil","soil",NA,"Forest_A001_2_split_1","ARMO","metagenome","WGS",NA,"Brazil",10.168056,62.824167,"tropical humid forests","mgp3731","free-living","plain_soil","terrestrial","soil"
"mgm4535542","plain","soil","soil",NA,"Forest_A01_2_split_4","ARMO","metagenome","WGS",NA,"Brazil",10.168056,62.824167,"tropical humid forests","mgp3731","free-living","plain_soil","terrestrial","soil"
"mgm4535543","plain","soil","soil",NA,"Forest_A1_1_split_4","ARMO","metagenome","WGS",NA,"Brazil",10.168056,62.824167,"tropical humid forests","mgp3731","free-living","plain_soil","terrestrial","soil"
"mgm4535544","plain","soil","soil",NA,"Forest_A100_2_split_3","ARMO","metagenome","WGS",NA,"Brazil",10.168056,62.824167,"tropical humid forests","mgp3731","free-living","plain_soil","terrestrial","soil"
